0|354|346|0|0|0|4940|720|1280
1|354|346|0|0|0|5364|720|1280
0|318|877|0|0|0|9804|720|1280
1|318|877|0|0|0|10224|720|1280
0|354|346|0|0|0|14930|720|1280
1|354|346|0|0|0|15394|720|1280
0|166|786|0|0|0|19858|720|1280
1|166|786|0|0|0|20308|720|1280
0|354|346|0|0|0|24974|720|1280
1|354|346|0|0|0|25386|720|1280
0|173|724|0|0|0|29775|720|1280
1|173|724|0|0|0|30211|720|1280
0|354|346|0|0|0|34827|720|1280
1|354|346|0|0|0|35347|720|1280
0|344|1119|0|0|0|39885|720|1280
1|344|1119|0|0|0|40271|720|1280
0|354|346|0|0|0|44969|720|1280
1|354|346|0|0|0|45371|720|1280
0|344|1119|0|0|0|49993|720|1280
1|344|1119|0|0|0|50425|720|1280
0|682|154|0|0|0|61074|720|1280
1|682|154|0|0|0|61079|720|1280
0|76|1232|0|0|0|61526|720|1280
1|76|1232|0|0|0|61531|720|1280
0|357|619|0|0|0|61973|720|1280
1|357|619|0|0|0|61978|720|1280
0|682|154|0|0|0|62431|720|1280
1|682|154|0|0|0|62437|720|1280
0|76|1232|0|0|0|62880|720|1280
1|76|1232|0|0|0|62885|720|1280
0|357|619|0|0|0|63335|720|1280
1|357|619|0|0|0|63340|720|1280
0|682|154|0|0|0|63786|720|1280
1|682|154|0|0|0|63791|720|1280
0|76|1232|0|0|0|64238|720|1280
1|76|1232|0|0|0|64243|720|1280
0|357|619|0|0|0|64690|720|1280
1|357|619|0|0|0|64696|720|1280
0|682|154|0|0|0|65144|720|1280
1|682|154|0|0|0|65150|720|1280
0|76|1232|0|0|0|65596|720|1280
1|76|1232|0|0|0|65601|720|1280
0|357|619|0|0|0|66055|720|1280
1|357|619|0|0|0|66061|720|1280
0|682|154|0|0|0|66510|720|1280
1|682|154|0|0|0|66515|720|1280
0|76|1232|0|0|0|66961|720|1280
1|76|1232|0|0|0|66967|720|1280
0|357|619|0|0|0|67412|720|1280
1|357|619|0|0|0|67417|720|1280
0|682|154|0|0|0|67864|720|1280
1|682|154|0|0|0|67870|720|1280
0|76|1232|0|0|0|68323|720|1280
1|76|1232|0|0|0|68329|720|1280
0|357|619|0|0|0|68772|720|1280
1|357|619|0|0|0|68777|720|1280
0|682|154|0|0|0|69221|720|1280
1|682|154|0|0|0|69226|720|1280
0|76|1232|0|0|0|69682|720|1280
1|76|1232|0|0|0|69688|720|1280
0|357|619|0|0|0|70131|720|1280
1|357|619|0|0|0|70136|720|1280
0|682|154|0|0|0|70587|720|1280
1|682|154|0|0|0|70592|720|1280
0|76|1232|0|0|0|71036|720|1280
1|76|1232|0|0|0|71042|720|1280
0|357|619|0|0|0|71487|720|1280
1|357|619|0|0|0|71492|720|1280
0|682|154|0|0|0|71938|720|1280
1|682|154|0|0|0|71944|720|1280
0|76|1232|0|0|0|72399|720|1280
1|76|1232|0|0|0|72405|720|1280
0|357|619|0|0|0|72851|720|1280
1|357|619|0|0|0|72856|720|1280
0|682|154|0|0|0|73302|720|1280
1|682|154|0|0|0|73307|720|1280
0|76|1232|0|0|0|73753|720|1280
1|76|1232|0|0|0|73758|720|1280
0|357|619|0|0|0|74204|720|1280
1|357|619|0|0|0|74210|720|1280
0|682|154|0|0|0|74666|720|1280
1|682|154|0|0|0|74671|720|1280
0|76|1232|0|0|0|75117|720|1280
1|76|1232|0|0|0|75122|720|1280
0|357|619|0|0|0|75568|720|1280
1|357|619|0|0|0|75574|720|1280
0|682|154|0|0|0|76019|720|1280
1|682|154|0|0|0|76025|720|1280
0|76|1232|0|0|0|76475|720|1280
1|76|1232|0|0|0|76480|720|1280
0|357|619|0|0|0|76926|720|1280
1|357|619|0|0|0|76932|720|1280
0|682|154|0|0|0|77385|720|1280
1|682|154|0|0|0|77391|720|1280
0|76|1232|0|0|0|77833|720|1280
1|76|1232|0|0|0|77838|720|1280
0|357|619|0|0|0|78292|720|1280
1|357|619|0|0|0|78297|720|1280
0|682|154|0|0|0|78741|720|1280
1|682|154|0|0|0|78746|720|1280
0|76|1232|0|0|0|79192|720|1280
1|76|1232|0|0|0|79197|720|1280
0|357|619|0|0|0|79651|720|1280
1|357|619|0|0|0|79656|720|1280
0|682|154|0|0|0|80099|720|1280
1|682|154|0|0|0|80105|720|1280
0|76|1232|0|0|0|80548|720|1280
1|76|1232|0|0|0|80554|720|1280
0|357|619|0|0|0|81007|720|1280
1|357|619|0|0|0|81013|720|1280
0|682|154|0|0|0|81456|720|1280
