0|327|428|0|0|0|1492|720|1280
1|327|428|0|0|0|1608|720|1280
0|347|1123|0|0|0|4130|720|1280
1|347|1123|0|0|0|4256|720|1280
0|327|428|0|0|0|7128|720|1280
1|327|428|0|0|0|7240|720|1280
0|347|1123|0|0|0|12864|720|1280
1|347|1123|0|0|0|12936|720|1280
0|347|1123|0|0|0|13015|720|1280
1|347|1123|0|0|0|13088|720|1280
0|74|1230|0|0|0|30503|720|1280
1|74|1230|0|0|0|30508|720|1280
0|659|131|0|0|0|31009|720|1280
1|659|131|0|0|0|31014|720|1280
0|74|1230|0|0|0|31520|720|1280
1|74|1230|0|0|0|31525|720|1280
0|659|131|0|0|0|32023|720|1280
1|659|131|0|0|0|32028|720|1280
0|74|1230|0|0|0|32534|720|1280
1|74|1230|0|0|0|32539|720|1280
0|659|131|0|0|0|33033|720|1280
1|659|131|0|0|0|33038|720|1280
0|74|1230|0|0|0|33548|720|1280
1|74|1230|0|0|0|33553|720|1280
0|659|131|0|0|0|34047|720|1280
1|659|131|0|0|0|34053|720|1280
0|74|1230|0|0|0|34567|720|1280
1|74|1230|0|0|0|34572|720|1280
0|659|131|0|0|0|35057|720|1280
1|659|131|0|0|0|35062|720|1280
0|74|1230|0|0|0|35579|720|1280
1|74|1230|0|0|0|35584|720|1280
0|659|131|0|0|0|36075|720|1280
1|659|131|0|0|0|36080|720|1280
0|74|1230|0|0|0|36588|720|1280
1|74|1230|0|0|0|36593|720|1280
0|659|131|0|0|0|37090|720|1280
1|659|131|0|0|0|37095|720|1280
0|74|1230|0|0|0|37600|720|1280
1|74|1230|0|0|0|37604|720|1280
0|659|131|0|0|0|38099|720|1280
1|659|131|0|0|0|38104|720|1280
0|74|1230|0|0|0|38618|720|1280
1|74|1230|0|0|0|38624|720|1280
0|659|131|0|0|0|39116|720|1280
1|659|131|0|0|0|39121|720|1280
0|74|1230|0|0|0|39632|720|1280
1|74|1230|0|0|0|39637|720|1280
0|659|131|0|0|0|40131|720|1280
1|659|131|0|0|0|40136|720|1280
0|74|1230|0|0|0|40647|720|1280
